Brand,Color,Type,Size,Spinspeed,Rating,No_of_reviews,No_of_Ratings,Price
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
Intex,White,Fully Automatic Front Load,6.0,1000.0,3.9,42,180,22390.0
Voltas,Blue,Semi Automatic Top Load,8.0,1300.0,4.4,4,27,11929.0
IFB,Grey,Fully Automatic Top Load,7.0,1000.0,4.1,26,314,21450.0
Whirlpool,Grey,Semi Automatic Top Load,8.0,1400.0,4.4,561,6237,13070.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Siemens,Silver,Fully Automatic Front Load,8.0,1000.0,4.2,0,6,39190.0
Haier,Blue,Fully Automatic Front Load,9.0,1400.0,4.3,38,330,49990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
IFB,Grey,Fully Automatic Front Load,8.0,1200.0,4.4,34,261,36990.0
ONIDA,Grey,Fully Automatic Top Load,7.0,750.0,4.2,1475,13614,12990.0
SAMSUNG,Red,Semi Automatic Top Load,9.0,1300.0,4.4,33,339,18819.0
Avoir,White,Semi Automatic Top Load,5.0,1300.0,4.0,21,136,8699.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Whirlpool,Grey,Semi Automatic Top Load,7.0,1400.0,4.3,607,8840,9990.0
Lloyd,Grey,Fully Automatic Top Load,6.0,680.0,4.0,9,96,18690.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
IFB,Grey,Fully Automatic Front Load,8.0,1400.0,4.3,47,377,44990.0
Voltas,White,Semi Automatic Top Load,0.0,1350.0,4.3,371,4615,13790.0
LG,Black,Fully Automatic Top Load,1.0,700.0,4.3,9,107,47990.0
Haier,Grey,Fully Automatic Top Load,8.0,1200.0,4.3,2106,23856,23850.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
LG,Black,Semi Automatic Top Load,5.0,1200.0,4.7,6,61,18990.0
SAMSUNG,White,Fully Automatic Front Load,7.0,1200.0,4.5,34,443,29990.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Whirlpool,Grey,Semi Automatic Top Load,7.0,1400.0,4.3,607,8840,9990.0
Thomson,Grey,Fully Automatic Top Load,8.0,700.0,3.9,119,760,15990.0
LG,Silver,Fully Automatic Front Load,9.0,700.0,4.5,100,1151,28990.0
IFB,Grey,Fully Automatic Front Load,5.0,1000.0,4.8,2,20,31490.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
SAMSUNG,Grey,Fully Automatic Top Load,5.0,700.0,4.2,5,73,21000.0
SAMSUNG,Maroon,Fully Automatic Top Load,5.0,680.0,4.3,42,319,22200.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Midea,Silver,Fully Automatic Front Load,6.0,1000.0,4.0,72,513,22490.0
Panasonic,Grey,Fully Automatic Top Load,5.0,700.0,4.3,1073,10582,15200.0
IFB,Grey,Fully Automatic Front Load,6.0,800.0,4.2,72,938,24890.0
ONIDA,Grey,Fully Automatic Top Load,8.0,700.0,4.2,4648,40435,17190.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
LG,Silver,Fully Automatic Front Load,8.0,1200.0,4.5,7,50,38990.0
BOSCH,Grey,Fully Automatic Front Load,7.0,1200.0,4.4,834,9340,31490.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
SAMSUNG,Grey,Fully Automatic Front Load,8.0,1400.0,4.4,0,0,40000.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.1,200,2040,23670.0
SAMSUNG,White,Fully Automatic Front Load,6.0,1350.0,4.4,8,94,24990.0
Godrej,Grey,Fully Automatic Top Load,5.0,670.0,4.2,116,1271,20999.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Midea,Grey,Fully Automatic Top Load,7.0,680.0,4.1,202,1613,15490.0
SAMSUNG,Grey,Fully Automatic Front Load,8.0,1400.0,4.4,6,43,39900.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
IFB,Grey,Fully Automatic Front Load,5.0,720.0,4.3,1538,18564,17590.0
SAMSUNG,Grey,Fully Automatic Front Load,8.0,1400.0,4.4,438,5467,38500.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.3,1407,14465,18490.0
IFB,Grey,Fully Automatic Front Load,6.0,800.0,4.3,43,448,27390.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
LG,Silver,Fully Automatic Front Load,1.0,1400.0,4.4,1672,19285,51990.0
Godrej,Grey,Semi Automatic Top Load,5.0,1400.0,4.3,146,2219,14900.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Thomson,Grey,Semi Automatic Top Load,1.0,1120.0,4.0,1023,10907,10999.0
TCL,Grey,Fully Automatic Front Load,5.0,1400.0,4.0,0,0,45990.0
Godrej,Grey,Semi Automatic Top Load,6.0,750.0,4.2,2,18,25750.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,3.9,8,63,25590.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
IFB,Grey,Fully Automatic Front Load,5.0,1000.0,4.2,36,428,34190.0
LG,Brown,Fully Automatic Top Load,8.0,700.0,4.0,0,9,26290.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
SAMSUNG,Grey,Semi Automatic Top Load,5.0,1300.0,4.4,43,517,16100.0
Whirlpool,Black,Fully Automatic Top Load,0.0,740.0,4.2,0,0,25490.0
IFB,Grey,Fully Automatic Front Load,6.0,800.0,4.3,8031,77392,21990.0
Haier,Grey,Fully Automatic Top Load,8.0,780.0,4.3,2106,23856,25100.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
Whirlpool,Grey,Semi Automatic Top Load,5.0,740.0,3.8,1,14,11890.0
SAMSUNG,Silver,Fully Automatic Front Load,5.0,1200.0,4.3,2,31,35000.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
SAMSUNG,Grey,Fully Automatic Top Load,7.0,680.0,4.2,11,169,16340.0
Whirlpool,Red,Semi Automatic Top Load,7.0,1400.0,4.4,343,2592,11057.0
LG,White,Semi Automatic Top Load,0.0,1300.0,4.5,292,4137,17999.0
IFB,Grey,Fully Automatic Front Load,6.0,800.0,4.2,8,86,23990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
LG,Silver,Fully Automatic Front Load,8.0,1400.0,4.4,1672,19285,34991.0
Voltas,White,Semi Automatic Top Load,5.0,1300.0,4.3,388,4880,10990.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
SAMSUNG,Black,Fully Automatic Top Load,0.0,700.0,4.1,1,23,29190.0
Acer,Unknown,Unknown,5.0,700.0,4.1,154,1154,11999.0
IFB,Grey,Fully Automatic Front Load,7.0,1200.0,4.3,113,1180,36990.0
IFB,Grey,Fully Automatic Front Load,9.0,1400.0,4.3,8031,77392,46590.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
Whirlpool,Grey,Semi Automatic Top Load,6.0,1400.0,4.4,301,4215,9640.0
Panasonic,Grey,Fully Automatic Top Load,8.0,702.0,4.2,9,72,26990.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
LG,Grey,Semi Automatic Top Load,5.0,1200.0,4.2,3,72,13550.0
BOSCH,Grey,Fully Automatic Front Load,8.0,1200.0,4.4,775,9098,32990.0
SAMSUNG,Grey,Semi Automatic Top Load,8.0,1350.0,4.5,34,484,15499.0
LG,White,Semi Automatic Top Load,7.0,1200.0,4.5,29,438,12488.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Lloyd,Grey,Fully Automatic Top Load,5.0,680.0,4.0,9,96,13990.0
IFB,Grey,Fully Automatic Front Load,7.0,1000.0,4.3,113,1180,33413.0
LG,White,Fully Automatic Front Load,5.0,1000.0,4.4,28,153,37990.0
Siemens,Grey,Fully Automatic Front Load,7.0,1000.0,4.9,4,25,28990.0
LG,White,Fully Automatic Front Load,6.0,1000.0,4.5,86,1203,25990.0
BOSCH,Grey,Fully Automatic Front Load,7.0,1200.0,4.4,834,9340,31490.0
BOSCH,Black,Fully Automatic Front Load,8.0,1400.0,4.4,0,0,35490.0
MarQ,Grey,Fully Automatic Top Load,5.0,700.0,4.2,194,1397,21478.0
BOSCH,Grey,Fully Automatic Top Load,7.0,680.0,4.3,120,1254,19990.0
Godrej,White,Semi Automatic Top Load,8.0,1400.0,4.6,2,43,13789.0
LG,Silver,Fully Automatic Front Load,7.0,1400.0,4.4,0,0,219990.0
Voltas,White,Semi Automatic Top Load,5.0,1300.0,4.3,1,7,13520.0
SAMSUNG,Grey,Fully Automatic Front Load,8.0,1400.0,4.4,1533,17279,39090.0
Siemens,Machine,Fully Automatic Front Load,7.0,1000.0,4.4,2,18,30990.0
Godrej,Grey,Semi Automatic Top Load,8.0,1400.0,4.3,32,338,14490.0
SAMSUNG,Grey,Semi Automatic Top Load,5.0,1350.0,4.2,14,153,11699.0
LG,White,Fully Automatic Front Load,6.0,1000.0,4.5,59,568,31990.0
SAMSUNG,Silver,Fully Automatic Front Load,5.0,1000.0,4.5,2,18,33406.0
TCL,Grey,Fully Automatic Top Load,5.0,800.0,4.0,5,70,17890.0
SAMSUNG,Grey,Fully Automatic Front Load,6.0,1000.0,4.4,438,5467,24890.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.1,5,47,17490.0
Haier,Black,Semi Automatic Top Load,1.0,1200.0,4.3,76,1343,17900.0
SAMSUNG,Black,Fully Automatic Top Load,9.0,1350.0,4.4,0,0,69990.0
LG,Black,Fully Automatic Top Load,7.0,700.0,4.4,65,622,26490.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,18900.0
Voltas,Maroon,Semi Automatic Top Load,7.0,1300.0,4.3,121,1519,8734.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,18900.0
Whirlpool,Red,Semi Automatic Top Load,8.0,740.0,4.5,13,154,12330.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
Godrej,Purple,Semi Automatic Top Load,5.0,1400.0,4.2,53,592,11290.0
Haier,Multicolor,Semi Automatic Top Load,5.0,1200.0,4.2,78,1056,11590.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
SAMSUNG,Grey,Fully Automatic Top Load,7.0,680.0,4.2,11,169,16340.0
Haier,Grey,Fully Automatic Top Load,5.0,1200.0,4.3,2106,23856,21990.0
Whirlpool,Grey,Semi Automatic Top Load,5.0,1400.0,4.4,1793,23365,10990.0
Godrej,Grey,Fully Automatic Top Load,7.0,720.0,4.3,146,1733,16990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
Thomson,White,Semi Automatic Top Load,7.0,1400.0,4.0,1023,10907,8090.0
IFB,Grey,Fully Automatic Front Load,5.0,1000.0,4.3,218,2404,29960.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Lloyd,White,Semi Automatic Top Load,8.0,1300.0,4.3,117,1511,17590.0
Lloyd,White,Semi Automatic Top Load,5.0,1300.0,4.3,0,0,10900.0
IFB,Grey,Fully Automatic Front Load,8.0,1200.0,4.3,0,0,37290.0
ONIDA,White,Semi Automatic Top Load,5.0,1300.0,4.2,939,10314,7990.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
SAMSUNG,Grey,Semi Automatic Top Load,5.0,1300.0,4.0,1,43,15249.0
White,Grey,Fully Automatic Front Load,5.0,1200.0,3.9,91,548,27499.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
LG,Silver,with Dryer Front Load,5.0,1200.0,4.4,20,188,49990.0
Haier,Grey,Fully Automatic Top Load,8.0,1200.0,4.3,0,0,22300.0
Haier,Black,Semi Automatic Top Load,7.0,1200.0,3.9,2,89,12399.0
Voltas,White,Semi Automatic Top Load,7.0,1300.0,4.2,5,81,11440.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
IFB,Grey,Fully Automatic Front Load,6.0,1000.0,4.1,5,91,25490.0
SAMSUNG,Grey,Fully Automatic Top Load,0.0,1350.0,4.4,0,7,31000.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
White,White,Semi Automatic Top Load,7.0,1600.0,4.1,65,626,7490.0
ONIDA,Black,Fully Automatic Top Load,9.0,780.0,4.0,4,32,6999.0
SAMSUNG,Grey,Semi Automatic Top Load,5.0,1350.0,4.4,52,792,14800.0
LG,Silver,Fully Automatic Front Load,0.0,1300.0,4.5,72,1041,18499.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
LG,Silver,Fully Automatic Front Load,7.0,1200.0,4.6,5,67,35990.0
BOSCH,Grey,Fully Automatic Front Load,8.0,1200.0,4.5,2,19,38594.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Haier,Grey,Fully Automatic Top Load,6.0,1200.0,4.3,8,128,14594.0
Panasonic,Grey,Fully Automatic Front Load,8.0,702.0,4.25,0,0,34071.0
Haier,White,Fully Automatic Front Load,7.0,1200.0,4.2,11,104,27990.0
Voltas,White,Semi Automatic Top Load,4.0,1300.0,4.0,16,293,14939.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
Thomson,Grey,Semi Automatic Top Load,5.0,1400.0,4.0,258,2276,9590.0
Whirlpool,Grey,Semi Automatic Top Load,5.0,1400.0,4.3,271,2987,16005.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
SAMSUNG,Silver,Fully Automatic Top Load,5.0,680.0,4.4,4615,61859,14781.0
BOSCH,White,Fully Automatic Front Load,7.0,55.0,4.5,11,44,36890.0
Sansui,Maroon,Semi Automatic Top Load,5.0,1300.0,4.2,1379,15330,7690.0
IFB,Grey,Fully Automatic Front Load,5.0,1000.0,4.2,16,168,29950.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
Panasonic,Grey,Fully Automatic Top Load,2.0,702.0,3.8,1,9,17135.0
IFB,Silver,Fully Automatic Top Load,5.0,720.0,4.3,0,20,21990.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
SAMSUNG,Grey,Fully Automatic Top Load,7.0,700.0,4.3,4479,57726,21930.0
IFB,Silver,Fully Automatic Front Load,6.5,1000.0,4.2,92,688,21090.0
Siemens,Silver,Fully Automatic Front Load,7.0,1200.0,4.7,7,48,28990.0
IFB,Grey,Fully Automatic Front Load,8.0,1000.0,4.4,197,1879,39350.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
IFB,White,Fully Automatic Front Load,5.0,1000.0,4.2,92,688,19855.0
Panasonic,Grey,Fully Automatic Top Load,0.0,702.0,4.3,1073,10582,28490.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Whirlpool,Purple,Semi Automatic Top Load,5.0,1450.0,4.3,262,2771,13550.0
LG,Silver,Fully Automatic Top Load,5.0,700.0,4.3,61,817,20990.0
Haier,Multicolor,Semi Automatic Top Load,5.0,1200.0,4.4,3,42,15989.0
CANDY,Grey,Fully Automatic Top Load,7.0,800.0,4.4,22,216,12990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
IFB,Grey,Fully Automatic Front Load,5.0,1000.0,4.3,200,2812,24990.0
White,Multicolor,Semi Automatic Top Load,5.0,1300.0,3.5,6,60,5490.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.4,4,31,15249.0
Thomson,White,Semi Automatic Top Load,0.0,1400.0,4.4,16,116,12490.0
BOSCH,Grey,Fully Automatic Front Load,9.0,1200.0,4.4,775,9098,44990.0
SAMSUNG,White,Semi Automatic Top Load,5.0,1300.0,4.2,7,86,14949.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Whirlpool,Maroon,Fully Automatic Top Load,5.0,740.0,4.3,252,2760,18798.0
Voltas,White,Fully Automatic Front Load,5.0,1200.0,4.0,96,815,23990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
BOSCH,Grey,Fully Automatic Top Load,5.0,680.0,4.3,120,1254,21484.0
Whirlpool,Black,Semi Automatic Top Load,5.0,1400.0,4.2,0,0,18848.0
Whirlpool,Maroon,Semi Automatic Top Load,5.0,1450.0,4.3,30,437,13999.0
Whirlpool,Grey,Semi Automatic Top Load,9.0,1400.0,3.8,10,93,15499.0
