Brand,Color,Type,Size,Spinspeed,Rating,No_of_reviews,No_of_Ratings,Price
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.2,18,166,16370.0
Lloyd,Grey,Fully Automatic Top Load,5.0,680.0,4.3,0,0,29990.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
IFB,Grey,Fully Automatic Top Load,5.0,1000.0,4.3,0,0,20100.0
Whirlpool,Maroon,Fully Automatic Top Load,7.0,740.0,4.2,0,0,17700.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Panasonic,Blue,Semi Automatic Top Load,5.0,1350.0,4.3,490,5477,9590.0
LG,Silver,Fully Automatic Top Load,9.0,1200.0,4.2,3,12,30499.0
Siemens,Silver,Fully Automatic Front Load,8.0,45.0,5.0,1,3,63690.0
Panasonic,White,Semi Automatic Top Load,5.0,702.0,4.25,0,0,16080.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
Voltas,White,Semi Automatic Top Load,5.0,1300.0,4.8,0,6,12990.0
Siemens,Silver,Fully Automatic Front Load,7.0,1000.0,4.7,0,0,32429.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Thomson,White,Semi Automatic Top Load,7.0,780.0,4.1,190,1692,5790.0
Thomson,Black,Semi Automatic Top Load,5.0,1120.0,4.0,1023,10907,8999.0
SAMSUNG,Black,Fully Automatic Top Load,9.0,1350.0,4.1,4,38,22490.0
TOSHIBA,White,Fully Automatic Front Load,7.0,1200.0,2.4,1,5,34990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
ONIDA,Black,Semi Automatic Top Load,5.0,1350.0,3.7,1,7,14080.0
SAMSUNG,Black,Fully Automatic Front Load,1.0,1400.0,4.4,0,0,53000.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Lloyd,White,Semi Automatic Top Load,5.0,1300.0,4.3,117,1511,12634.0
LG,Silver,Fully Automatic Front Load,7.0,1200.0,4.3,9,86,35490.0
Lloyd,Pink,Semi Automatic Top Load,9.0,1300.0,3.8,1,8,15990.0
Godrej,Red,Semi Automatic Top Load,2.0,1400.0,4.2,1,13,11668.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Whirlpool,Red,Semi Automatic Top Load,5.0,1450.0,4.4,643,5544,12499.0
Thomson,Grey,Fully Automatic Top Load,5.0,720.0,4.0,67,489,14499.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
SAMSUNG,Black,Fully Automatic Front Load,8.0,1350.0,4.4,6,43,43990.0
BOSCH,Silver,Fully Automatic Top Load,9.0,1200.0,4.4,0,0,41890.0
LG,Grey,Fully Automatic Top Load,8.0,740.0,4.0,1,43,29490.0
Voltas,White,Semi Automatic Top Load,5.0,1300.0,4.7,0,3,12990.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
CANDY,White,Semi Automatic Top Load,8.0,1300.0,4.2,87,813,10990.0
Lloyd,Grey,Fully Automatic Top Load,7.0,1300.0,4.3,0,0,17999.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
Thomson,Grey,Semi Automatic Top Load,5.0,1400.0,4.0,258,2276,10990.0
Haier,Black,Fully Automatic Top Load,9.0,650.0,4.3,0,0,23900.0
Kelvinator,Grey,Semi Automatic Top Load,5.0,,,0,0,12189.0
Lloyd,Silver,Fully Automatic Front Load,8.0,1400.0,3.8,0,4,32599.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
TOSHIBA,Silver,Fully Automatic Front Load,8.0,1400.0,2.4,0,0,43490.0
Voltas,Grey,Semi Automatic Top Load,2.0,1300.0,4.1,0,15,14699.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Panasonic,Grey,Fully Automatic Top Load,8.0,702.0,4.25,0,0,24394.0
Lloyd,White,Fully Automatic Front Load,6.0,1000.0,4.3,0,0,25490.0
Godrej,Blue,Semi Automatic Top Load,7.0,1440.0,4.2,24,243,10800.0
SAMSUNG,Black,Fully Automatic Top Load,1.0,1350.0,4.4,0,0,42000.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
Haier,Silver,Fully Automatic Front Load,9.0,1200.0,4.3,0,0,39990.0
Godrej,Grey,Fully Automatic Top Load,5.0,1400.0,4.3,0,0,15900.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
STARSHINE,Grey,Semi Automatic Top Load,9.0,,,0,0,12599.0
Lloyd,Grey,Semi Automatic Top Load,5.0,1300.0,3.7,2,9,13290.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,0,4,16999.0
BOSCH,White,Fully Automatic Front Load,7.0,1000.0,4.7,0,3,32295.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,153,1478,18980.0
BOSCH,White,Fully Automatic Front Load,6.0,1200.0,4.0,1,8,29474.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
SAMSUNG,Grey,Semi Automatic Top Load,9.0,1300.0,4.2,1,9,13447.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.2,0,0,19150.0
Haier,Silver,Fully Automatic Front Load,8.0,1200.0,4.3,0,0,42500.0
Panasonic,Silver,Fully Automatic Top Load,5.0,702.0,4.25,0,0,45900.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
TOSHIBA,Silver,Fully Automatic Front Load,7.0,1200.0,2.4,0,0,32500.0
Electrolux,White,Fully Automatic Front Load,5.0,1200.0,2.8,1,6,51990.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Lloyd,Blue,Semi Automatic Top Load,7.0,600.0,4.5,2,36,11895.0
IFB,Brown,Fully Automatic Front Load,0.0,1000.0,4.3,0,0,45724.0
Godrej,Grey,Fully Automatic Top Load,5.0,700.0,4.3,0,0,14799.0
Whirlpool,Silver,Fully Automatic Front Load,7.0,740.0,4.2,0,0,30990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
LG,Blue,Semi Automatic Top Load,5.0,1200.0,4.4,0,0,14999.0
White,Grey,Semi Automatic Top Load,9.0,1400.0,3.8,7,84,10999.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Panasonic,Silver,Fully Automatic Top Load,5.0,702.0,4.25,0,0,20420.0
IFB,Silver,Fully Automatic Top Load,5.0,1000.0,4.4,0,20,31147.0
Panasonic,Blue,Semi Automatic Top Load,8.0,1300.0,4.1,17,158,14294.0
Haier,Pink,Semi Automatic Top Load,8.0,1300.0,4.3,139,1352,12990.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
TOSHIBA,Silver,Fully Automatic Front Load,7.0,1200.0,2.4,0,0,29900.0
Haier,Multicolor,Semi Automatic Top Load,7.0,740.0,4.3,6,89,11994.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
BOSCH,Blue,Fully Automatic Front Load,8.0,1400.0,4.4,0,0,41600.0
Panasonic,Grey,Fully Automatic Front Load,8.0,702.0,4.25,0,0,35490.0
Haier,Black,Fully Automatic Top Load,8.0,1200.0,4.3,0,0,28500.0
LG,Black,Fully Automatic Front Load,1.0,1400.0,4.2,2,13,48990.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Panasonic,Grey,Fully Automatic Front Load,7.0,702.0,4.25,0,0,30780.0
Lloyd,Silver,Semi Automatic Top Load,9.0,1300.0,3.0,0,3,14900.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
Panasonic,Silver,Fully Automatic Top Load,8.0,702.0,4.25,0,0,30783.0
Lloyd,Grey,Fully Automatic Top Load,5.0,700.0,4.3,0,0,22710.0
Lloyd,Black,Fully Automatic Top Load,5.0,1300.0,4.3,0,0,18599.0
Lloyd,Grey,Fully Automatic Top Load,5.0,1300.0,4.3,0,0,22830.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
ONIDA,Grey,Fully Automatic Top Load,5.0,700.0,4.2,4648,40435,14290.0
Godrej,Grey,Fully Automatic Top Load,7.0,800.0,5.0,0,5,16980.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Godrej,Grey,Fully Automatic Top Load,7.0,1400.0,4.3,0,0,19989.0
MarQ,White,Semi Automatic Top Load,7.0,1350.0,4.3,4968,47406,7690.0
Voltas,Grey,Semi Automatic Top Load,7.0,1300.0,4.1,4,24,11229.0
ONIDA,Black,Fully Automatic Top Load,5.0,750.0,4.2,1475,13614,13990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
Haier,Grey,Fully Automatic Top Load,5.0,800.0,4.4,39,431,15356.0
BOSCH,Silver,Fully Automatic Front Load,7.0,1200.0,4.4,3,17,28990.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Thomson,Grey,Semi Automatic Top Load,5.0,1400.0,4.2,866,8475,6896.0
LG,Silver,Fully Automatic Front Load,8.0,1200.0,5.0,0,5,42990.0
Whirlpool,Machine,Semi Automatic Top Load,5.0,1400.0,4.4,10,107,12690.0
Samsung,Black,Unknown,,,3.0,0,6,99990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
Voltas,Grey,Fully Automatic Top Load,8.0,700.0,4.3,1,16,20594.0
BOSCH,Grey,Fully Automatic Top Load,7.0,1200.0,4.4,0,0,34600.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1350.0,4.4,0,0,71990.0
TCL,Grey,Fully Automatic Top Load,5.0,800.0,4.2,2,15,17790.0
Godrej,Black,Fully Automatic Top Load,5.0,670.0,4.1,19,146,18990.0
BOSCH,White,Fully Automatic Front Load,5.0,1200.0,4.4,0,0,32990.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Panasonic,Silver,Fully Automatic Top Load,5.0,702.0,4.5,0,4,28350.0
Whirlpool,Red,Semi Automatic Top Load,7.0,740.0,3.6,2,19,11490.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
White,Grey,Fully Automatic Top Load,5.0,700.0,3.8,21,73,12999.0
White,Grey,Fully Automatic Top Load,5.0,720.0,3.6,1,16,14499.0
White,Grey,Semi Automatic Top Load,7.0,1400.0,4.2,91,1081,8499.0
Panasonic,Silver,Fully Automatic Top Load,7.0,702.0,4.25,0,0,24080.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Voltas,Grey,Fully Automatic Top Load,5.0,700.0,4.5,3,31,17326.0
Whirlpool,White,Fully Automatic Front Load,7.0,1000.0,4.0,10,94,32100.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
Whirlpool,White,Fully Automatic Front Load,7.0,740.0,4.2,0,0,32099.0
Whirlpool,White,Semi Automatic Top Load,5.0,1400.0,4.4,428,3246,17157.0
BOSCH,White,Fully Automatic Front Load,8.0,1200.0,4.4,0,0,39989.0
LG,Silver,Fully Automatic Front Load,7.0,1200.0,4.2,3,44,36990.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Whirlpool,Purple,Semi Automatic Top Load,8.0,1400.0,4.4,643,5544,12590.0
BOSCH,Grey,Fully Automatic Top Load,5.0,1200.0,4.0,1,6,21790.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
BOSCH,Silver,Fully Automatic Front Load,9.0,1200.0,4.4,0,0,42700.0
Godrej,Grey,Fully Automatic Top Load,5.0,1400.0,4.3,0,0,19989.0
BOSCH,Blue,Fully Automatic Front Load,8.0,1200.0,4.4,0,0,39900.0
Godrej,White,Semi Automatic Top Load,0.0,1440.0,3.7,0,3,16889.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
BOSCH,Grey,Fully Automatic Front Load,8.0,1200.0,4.5,51,759,34964.0
Voltas,Maroon,Semi Automatic Top Load,7.0,1300.0,3.0,0,3,9301.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
SAMSUNG,Grey,Semi Automatic Top Load,5.0,740.0,4.3,71,847,13162.0
SAMSUNG,Grey,Fully Automatic Front Load,8.0,1400.0,4.0,0,31,39990.0
LG,Black,Fully Automatic Front Load,7.0,1200.0,4.3,3,37,36990.0
LG,Silver,Fully Automatic Front Load,8.0,1400.0,4.5,302,2649,41990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,1,14,21591.0
SAMSUNG,Grey,Fully Automatic Top Load,7.0,1200.0,4.7,4,43,38990.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Haier,Silver,Fully Automatic Front Load,8.0,1200.0,4.5,0,6,37500.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,3.8,0,4,25650.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.5,0,11,24400.0
IFB,Grey,Fully Automatic Front Load,5.0,1400.0,4.4,8,97,44450.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
SAMSUNG,Grey,Fully Automatic Top Load,5.0,680.0,4.3,63,726,16100.0
kinger,Maroon,Semi Automatic Top Load,5.0,,,0,0,9999.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
LG,Silver,Fully Automatic Front Load,8.0,1200.0,4.5,86,1203,37890.0
DMR,Blue,Semi Automatic Top Load,6.0,300.0,3.2,4,34,7899.0
BOSCH,Grey,Fully Automatic Front Load,0.0,1200.0,4.4,775,9098,74900.0
BOSCH,Silver,Fully Automatic Front Load,9.0,1200.0,5.0,1,5,49720.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
LG,White,Semi Automatic Top Load,6.0,1300.0,4.3,189,2554,12850.0
Panasonic,Silver,Fully Automatic Top Load,5.0,702.0,4.25,0,0,26520.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Voltas,Black,Fully Automatic Top Load,5.0,1300.0,4.1,0,0,21789.0
Lloyd,Grey,Semi Automatic Top Load,9.0,600.0,4.3,5,49,14699.0
SAMSUNG,Grey,Semi Automatic Top Load,8.0,1350.0,4.4,47,515,16300.0
LG,Silver,Fully Automatic Top Load,5.0,1200.0,4.4,0,0,21524.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
SAMSUNG,Grey,Fully Automatic Top Load,7.0,1350.0,4.3,2,35,22500.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,9,135,24990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,700.0,4.3,4479,57726,24990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.1,1230,16409,14990.0
Haier,White,Semi Automatic Top Load,7.0,1200.0,4.3,0,0,12500.0
Haier,Grey,Fully Automatic Top Load,5.0,1200.0,4.7,2,6,20290.0
BOSCH,Grey,Fully Automatic Top Load,5.0,680.0,4.4,228,1974,19990.0
LG,Silver,Fully Automatic Front Load,7.0,1200.0,4.4,488,4634,36401.0
MarQ,White,Semi Automatic Top Load,8.0,1350.0,4.1,3,58,5299.0
Whirlpool,Grey,Fully Automatic Top Load,6.0,740.0,4.2,1363,19093,13790.0
Panasonic,Silver,Fully Automatic Front Load,8.0,1400.0,3.3,0,4,32990.0
Voltas,White,Semi Automatic Top Load,2.0,1350.0,3.1,0,8,10990.0
SAMSUNG,Grey,Fully Automatic Top Load,9.0,1400.0,4.4,1533,17279,42990.0
Whirlpool,Grey,Fully Automatic Top Load,8.0,740.0,4.2,20,151,31990.0
BOSCH,Silver,Fully Automatic Front Load,5.0,1200.0,4.4,0,0,37389.0
LG,Black,Fully Automatic Front Load,9.0,1200.0,4.4,6,47,43990.0
Kelvinator,Grey,Fully Automatic Top Load,7.0,,,0,0,15490.0
Whirlpool,White,Fully Automatic Front Load,7.0,1000.0,4.2,20,151,32099.0
SAMSUNG,Black,Fully Automatic Front Load,9.0,1400.0,4.4,1533,17279,39990.0
Whirlpool,Grey,Fully Automatic Top Load,7.0,740.0,4.0,13,187,26990.0
Voltas,Blue,Semi Automatic Top Load,8.0,1300.0,4.1,3,73,12400.0
IFB,White,Fully Automatic Front Load,6.0,1000.0,3.7,5,57,30990.0
Whirlpool,Grey,Fully Automatic Top Load,5.0,740.0,4.2,1363,19093,16490.0
Whirlpool,Grey,Fully Automatic Front Load,8.0,740.0,5.0,1,6,34990.0
Panasonic,Grey,Fully Automatic Front Load,6.0,702.0,4.25,0,0,26990.0
LG,Silver,Fully Automatic Front Load,5.0,1300.0,4.5,659,6047,17847.0
